project_id,district_code,intervention_id,partner,start_date,planned_end_date,actual_end_date,cost_usd,baseline_risk_score,total_delay_days,achieved_outcome_score,realized_risk_reduction,delivered_on_time,achieved_min_outcome,community_engagement_score,post_project_audit_score,post_project_satisfaction_score
P00183,D-033,I09,BlueRiver Implementers,2021-04-12,2023-02-01,2023-06-22,684300,82.73,141,65.63,0.39,0,1,52.57,65.46,70.41
P00184,D-085,I03,CivicResilience NGO,2023-06-25,2025-04-15,2025-07-24,907100,74.81,100,64.89,0.41,0,1,73.46,64.83,60.46
P00185,D-071,I15,GreenWorks Alliance,2021-12-17,2023-02-10,2023-05-26,915000,100.0,105,68.24,0.406,0,1,53.88,59.63,69.96
P00186,D-006,I04,BlueRiver Implementers,2021-12-10,2023-10-01,2024-01-28,584500,81.29,119,48.5,0.103,0,0,40.43,48.07,45.25
P00187,D-116,I05,Delta Engineering,2021-07-08,2023-04-29,2023-07-20,679500,57.58,82,54.82,0.139,0,0,31.9,50.21,45.76
P00188,D-115,I15,Delta Engineering,2021-02-05,2022-04-01,2022-06-26,1470700,67.1,86,61.2,0.424,0,1,65.58,57.83,66.61
P00189,D-082,I17,RapidRelief Local,2021-09-05,2023-01-28,2023-05-04,1726400,68.1,96,53.26,0.077,0,0,42.34,56.58,51.73
P00190,D 060,I13,CommunityFirst,2021-05-21,2023-01-11,2023-03-27,1326400,68.11,75,59.88,0.149,0,0,54.99,58.07,53.9
P00191,D-100,I13,CommunityFirst,2023-09-14,2025-05-06,2025-08-06,1871800,69.94,92,59.39,0.115,0,0,67.73,55.69,63.32
P00192,D56,I08,CivicResilience NGO,2021-01-19,2022-08-12,2022-12-29,465700,63.98,139,50.16,0.121,0,0,46.13,50.35,46.58
P00193,D-023,I11,RapidRelief Local,2021-09-21,2022-11-15,2023-02-15,479500,75.74,92,55.75,0.11,0,0,51.46,48.25,61.28
P00194,D-093,I08,SunBuild Initiative,2024-01-27,2025-08-19,2025-11-26,719100,56.78,99,59.65,0.136,0,0,46.36,59.15,59.49
P00195,D-035,I16,CommunityFirst,2021-06-19,2022-12-11,2023-04-15,682100,47.99,125,62.04,0.321,0,1,68.84,57.27,60.23
P00196,D-006,I07,Delta Engineering,2022-09-22,2024-01-15,2024-03-29,1325900,93.45,74,64.97,0.282,0,1,38.84,60.75,52.18
P00197,D-026,I17,BlueRiver Implementers,2021-06-19,2022-11-11,2023-03-04,2217200,66.27,113,75.02,0.24,0,1,44.85,71.35,72.55
P00198,D-116,I15,InfraTrust Consortium,2023-06-18,2024-08-11,2024-10-13,496800,63.83,63,90.06,0.5,0,1,79.62,86.37,77.96
P00199,D-067,I11,HydroBuild Co,2022-07-23,2023-09-16,2023-12-21,779700,84.43,96,54.36,0.128,0,0,65.19,55.64,51.19
P00200,D-022,I08,BlueRiver Implementers,2023-10-21,2025-05-13,2025-07-30,331900,75.22,78,70.91,0.393,0,1,70.59,74.01,73.52
P00201,D-007,I09,SunBuild Initiative,2021-09-11,2023-07-03,2023-10-08,959000,68.66,97,40.65,0.047,0,0,41.59,44.99,46.33
P00202,D-087,I14,RapidRelief Local,2022-11-30,2024-08-21,2024-12-19,1131500,61.68,120,60.09,0.278,0,1,48.21,65.03,56.65
P00203,D-037,I15,Delta Engineering,2023-09-10,2024-11-03,2024-12-20,1239300,64.33,47,66.11,0.418,0,1,39.72,60.01,54.05
P00204,D-012,I02,CommunityFirst,2023-09-19,2024-11-12,2025-01-30,2294200,63.27,79,84.66,0.406,0,1,96.06,81.67,83.88
P00205,D-073,I05,HeatSafe Partners,2021-04-07,2023-01-27,2023-06-08,874300,84.24,132,58.19,0.139,0,0,50.03,58.0,48.12
P00206,D-007,I04,RapidRelief Local,2021-02-15,2022-12-07,2023-04-26,679400,65.58,140,33.47,0.04,0,0,38.7,35.38,26.23
P00207,D-082,I08,InfraTrust Consortium,2021-08-24,2023-03-17,2023-06-02,374500,74.72,77,80.11,0.478,0,1,63.38,79.63,69.1
P00208,D-104,I16,CommunityFirst,2024-01-19,2025-07-12,2025-10-13,1112500,64.35,93,71.78,0.314,0,1,49.73,74.12,71.04
P00209,D-114,I13,GreenWorks Alliance,2021-08-20,2023-04-12,2023-08-19,1601300,51.19,129,52.7,0.145,0,0,61.1,50.13,49.09
P00210,D-100,I17,SunBuild Initiative,2023-11-25,2025-04-18,2025-07-13,2423700,76.67,86,45.52,0.071,0,0,24.4,42.72,40.25
P00211,D-057,I05,SunBuild Initiative,2023-11-20,2025-09-10,2025-12-17,691700,62.17,98,53.11,0.092,0,0,47.27,56.06,48.56
P00212,D-065,I07,RapidRelief Local,2023-01-17,2024-05-11,2024-08-07,1652000,58.76,88,66.93,0.262,0,1,61.92,68.22,64.7
P00213,D-082,I09,HeatSafe Partners,2023-06-03,2025-03-24,2025-07-15,594900,78.23,113,68.37,0.352,0,1,68.06,65.61,71.65
P00214,D-110,I04,RapidRelief Local,2023-08-31,2025-06-21,2025-11-07,728900,51.59,139,56.46,0.084,0,0,28.82,59.15,52.65
P00215,D-012,I09,RapidRelief Local,2022-10-11,2024-08-01,2024-11-15,1046000,69.4,106,49.65,0.084,0,0,47.95,53.59,53.58
P00216,D-007,I17,Delta Engineering,2023-01-04,2024-05-28,2024-09-14,1788300,58.4,109,61.37,0.251,0,1,34.88,60.77,44.68
P00217,D-066,I09,CivicResilience NGO,2023-11-22,2025-09-12,2025-12-23,772100,75.18,102,71.87,0.379,0,1,47.19,73.21,61.61
P00218,D-105,I02,SunBuild Initiative,2022-02-01,2023-03-28,2023-07-12,1394000,59.79,106,61.84,0.165,0,1,29.68,68.23,44.02
P00219,D-096,I11,RapidRelief Local,2023-01-21,2024-03-16,2024-07-09,779500,76.05,115,41.8,0.14,0,0,47.0,39.28,31.23
P00220,D-012,I07,BlueRiver Implementers,2023-04-13,2024-08-05,2024-09-04,1879800,63.25,30,68.02,0.307,1,1,66.6,67.62,71.4
P00221,D-036,I02,CivicResilience NGO,2023-03-13,2024-05-06,2024-07-03,1818000,84.66,58,58.85,0.154,0,0,39.63,62.2,45.31
P00222,d035,I04,CommunityFirst,2023-09-07,2025-06-28,2025-09-08,765800,61.9,72,66.14,0.232,0,1,60.05,68.49,61.27
P00223,D-069,I05,CommunityFirst,2021-09-26,2023-07-18,2023-11-01,455600,55.84,106,70.01,0.402,0,1,59.32,65.26,67.57
P00224,D-032,I18,Delta Engineering,2021-08-25,2023-04-17,2023-08-31,1220200,77.14,136,63.86,0.303,0,1,67.6,61.99,65.76
P00225,D-100,I01,CivicResilience NGO,2021-05-12,2022-06-06,2022-10-05,1396600,83.12,121,54.91,0.1,0,0,28.11,53.33,47.45
P00226,D-086,I01,BlueRiver Implementers,2023-12-16,2025-01-09,2025-03-06,1570700,49.15,56,78.45,0.237,0,1,70.71,74.78,71.96
P00227,D-037,I01,InfraTrust Consortium,2021-09-17,2022-10-12,2023-01-14,750200,70.04,94,71.57,0.279,0,1,47.7,71.58,52.05
P00228,D-099,I05,GreenWorks Alliance,2021-10-15,2023-08-06,2023-12-03,837900,82.81,119,71.13,0.34,0,1,62.19,75.29,67.32
P00229,D-063,I05,CivicResilience NGO,2022-12-20,2024-10-10,2024-12-10,685800,78.14,61,53.24,0.134,0,0,46.08,54.23,53.4
P00230,D-095,I17,HydroBuild Co,2023-03-19,2024-08-10,2024-11-25,1487200,89.85,107,57.1,0.127,0,0,41.77,54.47,48.1
P00231,D-089,I16,BlueRiver Implementers,2022-04-30,2023-10-22,2024-01-30,941500,71.7,100,64.23,0.318,0,1,75.57,68.77,64.89
P00232,D-040,I18,SunBuild Initiative,2024-01-04,2025-08-26,2025-11-08,766400,60.88,74,59.21,0.081,0,0,31.54,56.31,46.35
P00233,D-104,I07,HeatSafe Partners,2021-09-24,2023-01-17,2023-04-16,1484500,69.46,89,64.85,0.305,0,1,51.91,67.5,62.82
P00234,D-011,I07,SunBuild Initiative,2023-02-05,2024-05-30,2024-07-22,1041800,65.71,53,56.83,0.082,0,0,42.34,54.63,45.48
P00235,D-033,I04,RapidRelief Local,2022-01-09,2023-10-31,2024-03-26,487100,86.72,147,52.88,0.058,0,0,49.07,45.48,49.53
P00236,D59,I05,InfraTrust Consortium,2021-07-05,2023-04-26,2023-07-29,614200,55.43,94,72.35,0.446,0,1,69.3,74.84,70.9
P00237,D-067,I02,HydroBuild Co,2021-02-07,2022-04-03,2022-05-10,1969600,76.61,37,55.53,0.117,1,0,55.63,54.56,53.01
P00238,D-017,I02,HydroBuild Co,2022-05-06,2023-06-30,2023-09-11,1016100,94.83,73,69.46,0.22,0,1,62.11,64.52,68.25
P00239,D-003,I06,CommunityFirst,2022-06-08,2023-12-30,2024-02-19,772100,62.44,51,80.2,0.5,0,1,79.95,83.48,80.47
P00240,D-030,I01,RapidRelief Local,2022-09-15,2023-10-10,2023-12-04,1273600,73.16,55,49.52,0.078,0,0,43.4,52.25,44.12
P00241,D-064,I13,Delta Engineering,2023-05-17,2025-01-06,2025-04-15,1926300,71.52,99,62.57,0.265,0,1,45.32,62.48,63.4
P00242,D18,I18,InfraTrust Consortium,2022-06-08,2024-01-29,2024-05-11,485300,71.2,103,63.29,0.325,0,1,51.42,67.08,57.94
P00243,D-048,I02,Delta Engineering,2022-07-26,2023-09-19,2023-11-11,1465300,79.64,53,63.63,0.311,0,1,42.37,67.8,58.5
P00244,D-019,I04,BlueRiver Implementers,2021-02-27,2022-12-19,2023-03-25,476500,80.2,96,60.91,0.22,0,1,39.41,62.48,44.52
P00245,d053,I12,BlueRiver Implementers,2022-01-20,2023-05-15,2023-06-12,1714000,58.72,28,71.34,0.423,1,1,44.99,71.64,59.76
P00246,D-119,I15,RapidRelief Local,2021-01-14,2022-03-10,2022-06-07,1278400,66.28,89,52.37,0.087,0,0,44.73,42.09,58.44
P00247,D-089,I03,Delta Engineering,2022-09-09,2024-06-30,2024-10-06,901100,65.65,98,72.83,0.499,0,1,48.59,81.4,59.83
P00248,D-040,I09,SunBuild Initiative,2023-02-23,2024-12-14,2025-04-08,806300,55.51,115,38.75,0.101,0,0,59.94,40.49,49.71
P00249,d025,I16,SunBuild Initiative,2021-05-16,2022-11-07,2023-03-06,779000,72.25,119,46.5,0.076,0,0,46.69,43.66,45.62
P00250,D-087,I11,BlueRiver Implementers,2021-12-02,2023-01-26,2023-04-22,439600,68.14,86,87.4,0.363,0,1,60.05,90.17,74.95
P00251,D-104,I13,RapidRelief Local,2022-04-04,2023-11-25,2024-02-26,1222400,65.78,93,59.76,0.14,0,0,35.94,58.49,52.88
P00252,D-022,I02,RapidRelief Local,2023-03-17,2024-05-10,2024-07-23,1247700,63.13,74,58.68,0.133,0,0,58.89,62.69,64.3
P00253,D-006,I05,BlueRiver Implementers,2023-07-14,2025-05-04,2025-07-31,697800,85.23,88,70.67,0.398,0,1,47.55,69.17,59.29
P00254,D-103,I06,HydroBuild Co,2021-11-28,2023-06-21,2023-09-16,543500,86.91,87,53.04,0.231,0,0,50.62,63.88,57.19
P00255,D-004,I17,SunBuild Initiative,2021-07-01,2022-11-23,2023-03-13,1476000,55.73,110,50.0,0.059,0,0,48.98,45.07,53.07
P00256,D 103,I12,GreenWorks Alliance,2022-10-03,2024-01-26,2024-04-21,2199900,79.0,86,60.58,0.29,0,1,38.56,71.3,54.11
P00257,D-058,I08,InfraTrust Consortium,2023-06-23,2025-01-13,2025-03-14,499000,71.93,60,70.84,0.468,0,1,58.26,68.0,59.43
P00258,D-107,I10,InfraTrust Consortium,2022-09-05,2023-09-30,2023-11-17,366800,71.78,48,83.64,0.294,0,1,64.16,79.88,72.74
P00259,D-004,I17,HeatSafe Partners,2024-01-10,2025-06-03,2025-08-01,965200,55.83,59,65.69,0.282,0,1,75.8,62.97,69.13
P00260,D-105,I10,BlueRiver Implementers,2022-11-28,2023-12-23,2024-01-15,492000,62.22,23,74.6,0.29,1,1,64.57,67.42,71.06
P00261,D-117,I05,HeatSafe Partners,2022-02-04,2023-11-26,2024-03-02,625900,83.25,97,59.82,0.163,0,0,53.9,68.3,60.68
P00262,D-029,I07,RapidRelief Local,2022-10-04,2024-01-27,2024-06-08,1039800,80.07,133,55.89,0.072,0,0,34.06,57.2,49.44
P00263,D-005,I18,CommunityFirst,2022-06-14,2024-02-04,2024-05-14,1007800,53.2,100,59.64,0.143,0,0,52.0,59.16,55.85
P00264,D-039,I09,HeatSafe Partners,2021-05-05,2023-02-24,2023-06-25,724800,78.33,121,78.65,0.374,0,1,67.21,72.51,70.99
P00265,D017,I05,GreenWorks Alliance,2023-04-29,2025-02-17,2025-06-04,607100,98.64,107,68.88,0.349,0,1,52.07,71.02,59.87
P00266,D-088,I18,CivicResilience NGO,2022-07-07,2024-02-27,2024-06-27,453200,77.29,121,57.79,0.092,0,0,46.5,65.95,53.89
P00267,D80,I03,CommunityFirst,2021-10-02,2023-07-24,2023-11-08,952200,96.06,107,75.01,0.5,0,1,52.17,76.11,74.79
P00268,D-032,I01,GreenWorks Alliance,2021-10-24,2022-11-18,2023-02-17,1105000,64.78,91,60.28,0.178,0,1,46.36,62.65,54.66
P00269,D-089,I09,HydroBuild Co,2021-08-18,2023-06-09,2023-12-28,625700,61.86,202,72.12,0.314,0,1,40.3,66.78,59.9
P00270,D-023,I10,GreenWorks Alliance,2021-08-02,2022-08-27,2022-10-02,327200,88.98,36,78.51,0.22,1,1,53.99,79.85,71.76
P00271,D-091,I17,CommunityFirst,2022-03-21,2023-08-13,2023-10-04,2247200,54.17,52,74.4,0.266,0,1,65.35,74.14,70.29
P00272,D-030,I01,InfraTrust Consortium,2021-06-06,2022-07-01,2022-09-11,688300,54.26,72,76.19,0.248,0,1,65.08,77.89,75.15
P00273,D-015,I07,RapidRelief Local,2023-03-03,2024-06-25,2024-10-18,1143400,86.89,115,54.16,0.085,0,0,36.17,58.33,44.36
P00274,D-073,I15,HeatSafe Partners,2023-03-20,2024-05-13,2024-08-30,1120900,74.49,109,50.06,0.145,0,0,49.27,51.36,57.52
P00275,d110,I07,HeatSafe Partners,2023-09-13,2025-01-05,2025-02-14,799100,66.74,40,71.36,0.29,1,1,62.36,66.39,69.1
P00276,D-003,I09,HeatSafe Partners,2021-10-13,2023-08-04,2023-12-04,635400,62.73,122,70.58,0.392,0,1,53.48,79.61,65.43
P00277,D-047,I13,GreenWorks Alliance,2021-08-03,2023-03-26,2023-06-11,1748600,63.3,77,63.5,0.294,0,1,50.9,64.37,59.55
P00278,D-108,I14,HeatSafe Partners,2021-10-28,2023-07-20,2023-12-02,1502200,98.0,135,40.11,0.154,0,0,48.98,40.03,38.26
P00279,D-102,I07,RapidRelief Local,2021-05-18,2022-09-10,2022-12-27,954600,90.05,108,37.51,0.033,0,0,41.45,39.8,42.52
P00280,D-115,I18,InfraTrust Consortium,2022-01-18,2023-09-10,2024-01-02,1238700,65.05,114,69.8,0.374,0,1,64.78,72.24,68.96
P00281,D-069,I15,BlueRiver Implementers,2022-01-08,2023-03-04,2023-05-27,701900,58.26,84,54.98,0.177,0,0,50.24,49.76,50.96
P00282,D-059,I12,Delta Engineering,2023-03-26,2024-07-18,2024-09-23,564100,64.74,67,75.95,0.38,0,1,63.68,73.89,81.39
P00283,D-015,I09,CivicResilience NGO,2023-03-27,2025-01-15,2025-04-05,852900,79.36,80,69.83,0.386,0,1,48.75,73.49,62.66
P00284,D-057,I18,CivicResilience NGO,2023-10-08,2025-05-30,2025-08-14,1080200,62.16,76,59.1,0.112,0,0,58.76,56.63,61.55
P00285,D-056,I02,Delta Engineering,2021-11-19,2023-01-13,2023-03-19,1519800,59.17,65,63.21,0.267,0,1,44.34,56.04,58.2
P00286,D-056,I12,BlueRiver Implementers,2023-03-10,2024-07-02,2024-08-04,925400,66.88,33,50.61,0.184,1,0,42.77,49.76,45.45
P00287,D-093,I01,Delta Engineering,2021-06-21,2022-07-16,2022-10-25,2076700,62.64,101,62.69,0.24,0,1,63.26,59.38,64.36
P00288,D-038,I08,CivicResilience NGO,2022-02-22,2023-09-15,2024-02-03,395300,79.68,141,50.58,0.124,0,0,55.78,55.25,53.2
P00289,D-109,I01,SunBuild Initiative,2023-03-13,2024-04-06,2024-07-26,972900,76.35,111,43.43,0.062,0,0,33.95,47.81,40.93
P00290,D-039,I09,CommunityFirst,2021-04-04,2023-01-24,2023-05-15,909200,85.18,111,64.81,0.428,0,1,89.42,62.88,68.08
P00291,D-068,I08,Delta Engineering,2023-11-08,2025-05-31,2025-10-01,357600,67.49,123,56.4,0.144,0,0,49.52,56.34,55.93
P00292,D-062,I15,Delta Engineering,2022-07-29,2023-09-22,2023-12-27,931100,42.14,96,57.13,0.213,0,0,60.01,54.7,60.57
P00293,D-099,I15,BlueRiver Implementers,2022-05-04,2023-06-28,2023-08-30,848600,75.23,63,67.68,0.451,0,1,65.73,68.32,70.05
P00294,D-070,I06,HydroBuild Co,2022-06-18,2024-01-09,2024-03-21,332700,72.19,72,69.65,0.43,0,1,58.62,74.31,64.32
P00295,D-110,I17,HydroBuild Co,2021-05-22,2022-10-14,2022-12-19,1887000,67.07,66,64.86,0.295,0,1,56.31,62.62,64.22
P00296,D-113,I18,SunBuild Initiative,2022-12-22,2024-08-13,2024-11-12,804800,67.14,91,49.6,0.086,0,0,40.85,50.45,46.36
P00297,D-039,I01,CommunityFirst,2021-10-17,2022-11-11,2023-01-15,2037200,83.96,65,73.4,0.256,0,1,62.96,71.34,65.87
P00298,D-069,I13,Delta Engineering,2022-03-14,2023-11-04,2024-04-08,1136700,71.88,156,59.32,0.109,0,0,35.13,56.95,53.08
P00299,D-113,I06,BlueRiver Implementers,2022-06-09,2023-12-31,2024-02-13,682700,67.1,44,68.49,0.5,1,1,61.94,62.81,71.21
P00300,d035,I04,HeatSafe Partners,2022-04-23,2024-02-12,2024-06-03,679800,50.7,112,48.3,0.134,0,0,44.7,41.72,41.0
P00301,D-110,I06,CommunityFirst,2023-12-04,2025-06-26,2025-08-19,951800,68.52,54,69.65,0.5,0,1,68.75,70.3,75.92
P00302,D-073,I17,InfraTrust Consortium,2023-01-11,2024-06-04,2024-06-27,1750100,91.94,23,78.07,0.289,1,1,69.01,78.04,72.02
P00303,D-111,I14,CivicResilience NGO,2022-10-01,2024-06-22,2024-10-12,1494600,75.13,112,66.59,0.302,0,1,63.62,64.29,64.8
P00304,D-042,I08,GreenWorks Alliance,2022-01-23,2023-08-16,2023-12-26,597200,71.05,132,56.16,0.113,0,0,38.21,68.2,43.66
P00305,D-001,I10,GreenWorks Alliance,2022-08-31,2023-09-25,2023-10-24,680400,78.44,29,58.14,0.043,1,0,54.09,63.88,61.25
P00306,D-061,I08,CommunityFirst,2021-04-24,2022-11-15,2023-02-01,570700,73.25,78,86.98,0.5,0,1,52.64,87.49,80.92
P00307,D-009,I04,Delta Engineering,2022-07-19,2024-05-09,2024-09-02,488100,65.92,116,63.29,0.208,0,1,33.16,65.74,49.61
P00308,D-017,I03,GreenWorks Alliance,2021-06-13,2023-04-04,2023-06-26,494600,100.0,83,54.84,0.117,0,0,37.72,58.84,42.71
P00309,d026,I11,InfraTrust Consortium,2022-01-31,2023-03-27,2023-06-24,324900,73.12,89,97.21,0.485,0,1,72.1,93.64,84.15
P00310,D-024,I04,InfraTrust Consortium,2021-09-17,2023-07-09,2023-11-09,620800,75.42,123,80.65,0.276,0,1,57.15,81.42,78.44
P00311,D-028,I13,InfraTrust Consortium,2022-11-11,2024-07-03,2024-09-18,1637700,72.89,77,83.51,0.329,0,1,68.37,88.2,75.38
P00312,D-040,I02,RapidRelief Local,2023-06-10,2024-08-03,2024-09-08,1887700,63.93,36,67.58,0.293,1,1,62.65,75.67,63.09
P00313,D-017,I15,GreenWorks Alliance,2024-01-19,2025-03-14,2025-06-12,1149500,100.0,90,70.74,0.441,0,1,49.28,67.54,67.64
P00314,D-081,I08,InfraTrust Consortium,2021-10-05,2023-04-28,2023-08-04,808700,71.82,98,67.36,0.48,0,1,60.0,65.24,66.42
P00315,D-001,I11,RapidRelief Local,2022-06-26,2023-08-20,2023-11-08,581200,61.91,80,53.75,0.16,0,0,44.26,52.11,54.57
P00316,D-055,I08,HeatSafe Partners,2023-05-28,2024-12-18,2025-04-13,719400,61.8,116,71.09,0.402,0,1,57.2,73.21,69.94
P00317,D-119,I12,GreenWorks Alliance,2023-06-21,2024-10-13,2024-12-26,1146100,72.18,74,59.74,0.138,0,0,55.81,62.19,61.28
P00318,D-009,I13,SunBuild Initiative,2021-07-17,2023-03-09,2023-07-15,1739100,61.8,128,38.68,0.039,0,0,32.75,38.34,29.84
P00319,D-095,I07,CommunityFirst,2021-03-20,2022-07-13,2022-10-23,1576000,86.85,102,56.03,0.173,0,0,77.7,53.05,56.63
P00320,D-050,I08,Delta Engineering,2023-06-19,2025-01-09,2025-05-02,477600,73.36,113,65.21,0.413,0,1,52.51,69.23,68.7
P00321,D-088,I17,BlueRiver Implementers,2023-01-23,2024-06-16,2024-08-17,2036700,81.29,62,77.48,0.25,0,1,68.92,79.11,74.71
P00322,D-018,I09,CivicResilience NGO,2023-01-18,2024-11-08,2025-03-27,403100,65.29,139,43.65,0.151,0,0,54.32,39.02,45.08
P00323,D-047,I09,InfraTrust Consortium,2022-06-16,2024-04-06,2024-06-03,675900,72.19,58,75.8,0.447,0,1,65.15,67.48,67.15
P00324,D-112,I18,Delta Engineering,2023-02-21,2024-10-13,2025-02-12,1117300,84.5,122,55.21,0.126,0,0,42.07,60.63,58.59
P00325,D 047,I03,InfraTrust Consortium,2021-05-30,2023-03-21,2023-08-10,1157600,63.3,142,65.69,0.5,0,1,68.25,61.97,63.76
P00326,D-034,I18,GreenWorks Alliance,2022-12-08,2024-07-30,2024-11-18,963700,67.14,111,48.88,0.088,0,0,51.48,49.67,49.83
P00327,D-087,I03,RapidRelief Local,2021-07-09,2023-04-30,2023-09-09,864600,76.42,132,50.41,0.109,0,0,46.95,57.31,48.35
P00328,D-041,I06,HeatSafe Partners,2023-11-19,2025-06-11,2025-08-02,632800,78.04,52,61.82,0.492,0,1,48.55,59.58,65.27
P00329,D-077,I13,CommunityFirst,2023-10-17,2025-06-08,2025-08-28,1449600,62.82,81,78.62,0.323,0,1,80.49,75.71,77.45
P00330,D-052,I07,GreenWorks Alliance,2022-02-22,2023-06-17,2023-10-01,978200,55.87,106,71.77,0.251,0,1,49.15,74.78,66.16
P00331,D-096,I14,HeatSafe Partners,2022-07-17,2024-04-07,2024-06-28,1261700,62.22,82,63.81,0.327,0,1,58.06,56.69,61.27
P00332,D-034,I01,HydroBuild Co,2021-11-14,2022-12-09,2023-03-17,1201000,74.39,98,50.73,0.071,0,0,55.04,50.32,44.25
P00333,D-114,I07,HydroBuild Co,2022-11-05,2024-02-28,2024-04-28,1021500,56.14,60,62.8,0.22,0,1,54.33,62.75,54.1
P00334,D-117,I07,Delta Engineering,2023-03-23,2024-07-15,2024-09-18,881100,65.65,65,66.13,0.269,0,1,62.99,62.88,60.77
P00335,D-013,I14,BlueRiver Implementers,2022-06-12,2024-03-03,2024-06-10,1122400,52.66,99,63.72,0.424,0,1,77.58,57.43,67.98
P00336,D-071,I04,GreenWorks Alliance,2022-12-14,2024-10-04,2025-01-19,710000,100.0,107,64.31,0.206,0,1,63.13,66.36,65.15
P00337,D-067,I04,SunBuild Initiative,2021-11-08,2023-08-30,2023-12-02,661200,78.53,94,44.82,0.062,0,0,47.46,47.63,49.87
P00338,D-004,I18,Delta Engineering,2021-05-21,2023-01-11,2023-04-05,1311900,65.8,84,56.89,0.075,0,0,70.8,64.63,62.69
P00339,D-010,I06,HydroBuild Co,2023-01-23,2024-08-15,2024-11-21,571200,58.3,98,64.01,0.5,0,1,64.62,73.8,59.65
P00340,D-021,I04,Delta Engineering,2023-05-03,2025-02-21,2025-06-04,537400,79.11,103,48.84,0.104,0,0,55.69,47.21,45.58
P00341,D-054,I14,BlueRiver Implementers,2022-05-22,2024-02-11,2024-04-30,1714500,57.16,79,72.38,0.371,0,1,46.89,75.23,60.79
P00342,D-108,I17,CommunityFirst,2022-12-18,2024-05-11,2024-07-18,1181800,84.35,68,75.56,0.279,0,1,89.16,66.4,83.25
P00343,D-063,I07,SunBuild Initiative,2021-01-01,2022-04-26,2022-07-27,1009400,70.04,92,54.59,0.09,0,0,68.34,48.61,65.4
P00344,D-013,I18,CivicResilience NGO,2023-01-18,2024-09-09,2024-12-24,1084400,45.13,106,84.47,0.282,0,1,55.15,78.63,74.11
P00345,D-013,I14,CivicResilience NGO,2023-12-06,2025-08-27,2025-11-16,1035200,53.63,81,54.74,0.175,0,0,58.52,58.68,55.86
P00346,D-065,I07,GreenWorks Alliance,2021-08-03,2022-11-26,2023-02-16,1094300,57.75,82,57.74,0.139,0,0,45.93,58.48,56.96
P00347,D-001,I01,InfraTrust Consortium,2023-03-04,2024-03-28,2024-06-18,1062500,66.9,82,69.76,0.288,0,1,49.25,73.88,59.56
P00348,D-100,I06,HeatSafe Partners,2023-12-02,2025-06-24,2025-09-01,997000,70.17,69,63.5,0.5,0,1,59.33,56.22,60.52
P00349,D-081,I05,CivicResilience NGO,2024-01-26,2025-11-16,2026-02-12,716800,60.16,88,58.41,0.122,0,0,50.78,58.47,56.43
P00350,D-064,I13,Delta Engineering,2022-05-20,2024-01-10,2024-04-28,1516900,56.51,109,46.78,0.087,0,0,47.67,45.1,50.64
P00351,D-030,I02,BlueRiver Implementers,2022-01-27,2023-03-23,2023-04-11,909300,60.51,19,67.14,0.274,1,1,47.97,70.52,68.52
P00352,D 076,I15,HydroBuild Co,2022-09-27,2023-11-21,2024-01-27,1231000,76.92,67,81.34,0.496,0,1,64.24,84.27,70.99
P00353,D-116,I05,GreenWorks Alliance,2022-03-18,2024-01-07,2024-04-03,294700,58.55,87,62.84,0.329,0,1,32.83,57.24,55.33
P00354,D-010,I15,Delta Engineering,2021-08-23,2022-10-17,2023-01-19,1158500,61.07,94,72.77,0.5,0,1,60.99,64.46,65.57
P00355,D-066,I01,HeatSafe Partners,2022-07-24,2023-08-18,2023-11-28,918400,78.62,102,58.07,0.101,0,0,55.5,50.37,51.02
P00356,D-060,I06,CivicResilience NGO,2022-04-25,2023-11-16,2024-02-28,779300,68.09,104,52.95,0.188,0,0,50.27,44.42,57.04
P00357,D-045,I09,InfraTrust Consortium,2022-03-20,2024-01-09,2024-05-24,887600,58.29,136,64.55,0.407,0,1,59.49,64.48,66.07
P00358,D-002,I01,CommunityFirst,2023-06-01,2024-06-25,2024-08-09,1664800,63.73,45,67.07,0.29,1,1,58.29,61.71,63.96
P00359,D-112,I12,CommunityFirst,2021-01-29,2022-05-24,2022-07-16,1455500,87.42,53,75.94,0.426,0,1,46.16,76.14,59.0
P00360,D-068,I01,BlueRiver Implementers,2023-04-17,2024-05-11,2024-07-28,1004400,67.98,78,82.37,0.266,0,1,66.38,83.76,64.34
P00361,D-057,I02,BlueRiver Implementers,2022-11-01,2023-12-26,2024-02-03,2008200,69.61,39,71.17,0.328,1,1,71.37,66.38,74.41
P00362,D-065,I13,BlueRiver Implementers,2023-06-02,2025-01-22,2025-05-08,1228000,60.19,106,77.58,0.281,0,1,57.18,81.15,65.22
P00363,D-102,I11,SunBuild Initiative,2022-04-01,2023-05-26,2023-08-17,982600,87.19,83,56.08,0.109,0,0,52.58,58.81,59.43
P00364,D-109,I03,GreenWorks Alliance,2023-05-17,2025-03-07,2025-06-22,799000,71.96,107,57.6,0.172,0,0,57.38,63.87,59.95
P00365,D-103,I17,SunBuild Initiative,2021-05-23,2022-10-15,2023-01-12,1950100,78.89,89,49.69,0.039,0,0,32.43,46.0,35.14
P00366,D-006,I17,InfraTrust Consortium,2023-08-09,2024-12-31,2025-03-09,2363900,76.9,68,81.06,0.358,0,1,84.56,91.01,81.42
