district_code,month,flood_index,heat_index,rainfall_anomaly_z,temp_anomaly_z,ndvi,flood_events_count,heatwave_days
D-009,2023-06,52.67,79.88,0.525,1.552,0.382,5,8
D-009,2023-07,42.53,76.01,0.388,1.324,0.441,4,3
D-009,2023-08,34.31,70.8,0.225,1.365,0.456,0,6
D-009,2023-09,33.74,59.19,-1.348,0.286,0.404,3,6
D-009,2023-10,33.69,53.2,0.083,0.913,0.421,1,6
D-009,2023-11,38.57,39.16,-0.947,-0.037,0.576,0,3
D-009,2023-12,52.42,37.16,0.48,-0.333,0.491,3,2
D-009,2024-01,71.9,46.36,2.03,0.52,0.442,3,2
D-009,2024-02,78.16,58.2,3.0,0.479,0.443,3,1
D-009,2024-03,80.87,65.43,2.33,1.463,0.389,2,1
D-009,2024-04,67.86,72.76,2.355,0.646,0.406,1,4
D-009,2024-05,57.88,83.76,-0.103,0.481,0.317,0,4
D-009,2024-06,45.32,86.03,-0.515,1.386,0.368,4,6
D-009,2024-07,39.76,79.29,0.689,0.56,0.411,0,3
D-009,2024-08,37.23,67.49,0.202,0.575,0.419,1,7
D-009,2024-09,36.95,53.0,0.829,-0.323,0.527,0,2
D-009,2024-10,36.64,44.62,-0.086,-0.971,0.538,1,7
D-009,2024-11,41.07,36.91,1.081,-1.416,0.538,0,0
D-009,2024-12,49.3,29.21,1.117,-0.646,0.537,1,2
D-010,2021-01,77.93,28.74,3.0,-0.427,0.533,5,2
D-010,2021-02,81.91,33.43,1.132,0.328,0.505,1,1
D-010,2021-03,79.87,44.58,1.303,0.196,0.501,1,9
D-010,2021-04,72.74,56.55,1.279,1.725,0.411,2,5
D-010,2021-05,60.03,68.03,0.277,1.177,0.403,0,3
D-010,2021-06,60.67,71.63,2.774,-0.329,0.466,3,2
D-010,2021-07,47.01,58.36,-0.124,-0.355,0.432,2,4
D-010,2021-08,40.95,44.27,-1.068,-0.602,0.543,1,2
D-010,2021-09,31.61,34.6,-0.517,-0.072,0.538,1,2
D-010,2021-10,35.76,20.55,0.002,-1.322,0.569,0,1
D-010,2021-11,48.74,16.55,0.676,-0.896,0.568,2,2
D-010,2021-12,58.26,14.0,1.095,-1.057,0.62,0,3
D-010,2022-01,69.05,18.65,0.914,-0.6,0.533,4,1
D-010,2022-02,65.5,22.93,1.787,-0.84,0.598,2,0
D-010,2022-03,72.62,39.72,3.0,-0.168,0.555,1,4
D-010,2022-04,68.07,49.91,-0.049,-0.438,0.421,2,2
D-010,2022-05,57.75,59.76,0.923,0.863,0.462,1,5
D-010,2022-06,62.78,65.49,-0.434,0.958,0.408,1,4
D-010,2022-07,52.99,58.99,0.564,1.167,0.438,1,4
D-010,2022-08,35.08,48.88,-0.073,-0.804,0.517,0,3
D-010,2022-09,27.63,28.39,-0.719,-1.019,0.551,1,3
D-010,2022-10,31.96,16.96,-0.259,0.894,0.583,0,0
D-010,2022-11,36.77,17.27,-0.857,-0.896,0.603,0,0
D-010,2022-12,52.93,12.93,0.678,-1.484,0.619,1,0
D-010,2023-01,66.0,27.91,2.241,-0.765,0.558,1,1
D-010,2023-02,68.42,27.86,1.021,-1.246,0.566,1,1
D-010,2023-03,73.44,44.0,1.773,1.2,0.422,2,0
D-010,2023-04,78.03,60.16,2.079,1.28,0.428,0,5
D-010,2023-05,63.86,62.91,1.298,1.812,0.436,1,1
D-010,2023-06,59.29,62.66,0.79,0.309,0.457,3,4
D-010,2023-07,49.47,62.27,1.052,-0.334,0.468,5,6
D-010,2023-08,36.78,48.79,-0.129,0.928,0.546,0,0
D-010,2023-09,37.48,40.46,0.328,-1.152,0.494,0,5
D-010,2023-10,42.26,24.86,0.466,-0.928,0.557,1,2
D-010,2023-11,55.79,24.66,1.263,-1.68,0.587,3,3
D-010,2023-12,62.18,23.03,1.053,-1.672,0.641,2,2
D-010,2024-01,70.12,26.9,2.5,-0.915,0.59,2,2
D-010,2024-02,73.41,30.82,0.744,-0.458,0.539,1,0
D-010,2024-03,85.86,39.79,2.22,0.548,0.524,4,2
D-010,2024-04,78.74,56.16,0.275,0.324,0.383,0,3
D-010,2024-05,75.78,66.48,1.941,1.345,0.366,3,5
D-010,2024-06,71.68,65.31,0.124,0.09,0.419,3,1
D-010,2024-07,54.0,55.69,0.63,0.346,0.42,1,5
D-010,2024-08,39.24,56.13,0.103,0.356,0.493,0,3
D-010,2024-09,37.74,39.9,-0.388,-0.891,0.553,1,5
D-010,2024-10,34.39,25.33,-0.425,-1.347,0.57,2,1
D-010,2024-11,44.42,18.63,-0.138,-0.541,0.56,1,1
D-010,2024-12,50.97,18.61,1.756,0.191,0.584,2,1
D-011,2021-01,54.5,62.85,0.626,0.768,0.412,0,1
D-011,2021-02,64.77,66.19,0.84,2.174,0.445,1,4
D-011,2021-03,69.85,72.23,0.857,0.165,0.357,3,7
D-011,2021-04,71.63,79.62,1.271,2.455,0.331,5,3
D-011,2021-05,64.72,88.91,-0.129,2.344,0.314,1,4
D-011,2021-06,53.96,94.62,1.959,1.61,0.324,2,9
D-011,2021-07,40.77,83.77,0.331,0.559,0.432,1,3
D-011,2021-08,35.0,77.36,-0.029,0.375,0.358,1,6
D-011,2021-09,26.52,66.24,-0.96,0.107,0.453,1,4
D-011,2021-10,16.95,58.67,-0.804,-0.243,0.455,1,3
D-011,2021-11,20.49,58.48,0.235,0.629,0.524,1,4
D-011,2021-12,43.63,51.15,-0.346,-0.003,0.488,0,4
D-011,2022-01,50.13,53.06,0.619,0.242,0.462,2,4
D-011,2022-02,54.6,55.53,0.126,-1.073,0.468,2,4
D-011,2022-03,66.12,66.29,1.318,0.943,0.419,2,2
D-011,2022-04,62.17,79.52,1.953,1.629,0.404,1,6
D-011,2022-05,57.2,94.23,0.544,1.492,0.358,1,2
D-011,2022-06,50.96,94.17,1.398,0.92,0.29,2,5
D-011,2022-07,38.89,88.85,-0.523,1.753,0.326,1,9
D-011,2022-08,26.33,79.16,-0.369,1.152,0.439,0,4
D-011,2022-09,22.5,73.31,-0.564,1.027,0.465,0,6
D-011,2022-10,24.39,62.53,-0.563,0.801,0.504,0,1
D-011,2022-11,33.27,57.5,1.549,-0.507,0.449,1,2
D-011,2022-12,46.97,54.24,1.438,-0.043,0.471,2,5
D-011,2023-01,60.57,63.26,1.306,-0.554,0.471,0,3
D-011,2023-02,69.95,73.03,1.425,0.181,0.441,1,7
D-011,2023-03,75.04,87.83,1.671,1.308,0.298,5,4
D-011,2023-04,71.24,99.28,1.146,1.903,0.349,2,6
D-011,2023-05,57.83,100.0,0.503,2.57,0.302,2,4
D-011,2023-06,49.77,100.0,0.886,2.175,0.256,1,3
D-011,2023-07,30.19,100.0,0.287,1.386,0.254,2,1
D-011,2023-08,26.56,84.73,-0.729,1.133,0.384,0,7
D-011,2023-09,21.95,80.51,-0.619,0.695,0.411,0,4
D-011,2023-10,17.11,73.52,-1.171,0.827,0.426,1,2
D-011,2023-11,29.87,63.34,0.641,1.589,0.501,0,3
D-011,2023-12,42.53,49.72,-0.096,-0.216,0.501,3,4
D-011,2024-01,52.64,60.22,0.753,0.778,0.413,1,1
D-011,2024-02,60.77,74.56,1.399,1.423,0.411,2,6
D-011,2024-03,68.9,87.74,0.422,0.885,0.333,3,4
D-011,2024-04,62.81,94.47,0.495,1.973,0.371,0,6
D-011,2024-05,65.59,100.0,1.462,2.107,0.281,5,3
D-011,2024-06,59.5,100.0,0.479,1.35,0.264,4,3
D-011,2024-07,37.68,100.0,-2.101,2.624,0.269,1,8
D-011,2024-08,38.35,100.0,0.021,1.823,0.311,0,5
D-011,2024-09,28.38,95.16,0.068,1.921,0.342,0,10
D-011,2024-10,31.8,85.62,-0.533,0.737,0.346,1,10
D-011,2024-11,39.22,72.47,-0.977,1.828,0.419,2,8
D-011,2024-12,48.16,67.18,0.943,1.704,0.419,3,6
D-012,2021-01,60.09,27.35,1.102,-1.612,0.518,2,0
D-012,2021-02,66.2,24.72,0.876,-0.227,0.561,3,2
D-012,2021-03,63.89,33.62,0.955,-0.134,0.583,1,5
D-012,2021-04,70.72,42.53,0.699,0.688,0.48,1,3
D-012,2021-05,60.31,51.35,0.322,-0.468,0.466,0,2
D-012,2021-06,44.59,60.45,0.298,1.352,0.456,1,0
D-012,2021-07,43.89,48.39,0.424,0.275,0.555,1,4
D-012,2021-08,33.96,37.82,-1.288,0.361,0.521,0,2
D-012,2021-09,32.93,38.13,0.845,1.022,0.482,5,2
D-012,2021-10,34.88,25.57,-1.014,0.494,0.581,2,2
D-012,2021-11,37.38,19.84,-0.902,-1.092,0.599,1,0
D-012,2021-12,34.66,17.19,-1.173,-0.819,0.61,0,0
D-012,2022-01,40.95,19.71,0.655,-0.408,0.584,2,0
D-012,2022-02,52.0,18.42,0.738,-1.843,0.584,0,1
D-012,2022-03,54.25,28.73,0.655,-0.075,0.529,1,1
D-012,2022-04,55.2,50.02,1.398,-0.105,0.502,2,3
D-012,2022-05,46.57,56.61,0.139,0.124,0.454,0,2
D-012,2022-06,44.29,53.96,-1.241,1.182,0.493,0,1
D-012,2022-07,36.86,54.22,-0.723,-0.114,0.474,3,4
D-012,2022-08,34.28,46.74,0.718,-0.26,0.551,1,2
D-012,2022-09,27.48,41.02,-0.312,-1.376,0.548,2,2
D-012,2022-10,19.4,33.06,-2.306,-1.585,0.568,0,3
D-012,2022-11,32.34,13.69,0.12,-0.697,0.637,1,0
D-012,2022-12,46.05,8.63,-0.057,-2.438,0.616,1,1
D-012,2023-01,54.81,14.02,0.925,0.375,0.592,1,2
D-012,2023-02,62.78,18.99,1.08,-0.501,0.588,1,3
D-012,2023-03,69.36,26.56,1.144,-0.393,0.558,1,0
D-012,2023-04,71.75,45.22,1.103,-0.796,0.448,3,6
D-012,2023-05,64.57,56.32,1.12,0.461,0.442,5,8
D-012,2023-06,55.68,56.33,0.756,0.22,0.493,0,3
D-012,2023-07,50.54,60.69,-0.19,1.119,0.474,0,4
D-012,2023-08,40.52,48.42,0.2,0.189,0.495,0,5
D-012,2023-09,37.1,31.65,-0.077,-0.623,0.566,3,0
D-012,2023-10,38.11,25.38,0.857,0.567,0.585,1,1
D-012,2023-11,40.68,14.99,-0.29,-2.394,0.54,0,0
D-012,2023-12,50.74,14.4,-0.028,-1.23,0.593,1,4
D-012,2024-01,60.93,16.2,0.888,-0.988,0.583,3,0
D-012,2024-02,73.63,18.62,1.574,-1.295,0.563,2,0
D-012,2024-03,78.09,35.88,1.522,-1.109,0.502,2,3
D-012,2024-04,79.96,51.9,2.019,0.228,0.438,3,1
D-012,2024-05,68.35,55.13,1.558,-0.545,0.471,3,3
D-012,2024-06,53.68,62.93,0.271,-0.352,0.448,5,3
D-012,2024-07,54.46,66.23,0.81,1.196,0.431,1,2
D-012,2024-08,44.65,54.32,-0.4,-0.32,0.484,2,1
D-012,2024-09,38.93,42.18,0.07,0.447,0.492,0,5
D-012,2024-10,37.84,32.39,-0.228,-1.283,0.533,0,0
D-012,2024-11,41.77,18.05,0.646,-0.963,0.611,0,0
D-012,2024-12,45.25,19.2,1.043,0.148,0.577,2,0
D-013,2021-01,54.42,44.63,1.296,-0.7,0.498,2,4
D-013,2021-02,54.18,53.6,1.58,-0.026,0.447,0,6
D-013,2021-03,55.32,64.47,-0.515,1.243,0.449,2,3
D-013,2021-04,59.15,73.01,1.008,1.151,0.412,1,2
D-013,2021-05,58.04,83.41,0.264,2.315,0.365,3,1
D-013,2021-06,49.97,80.9,-0.476,0.718,0.394,1,4
D-013,2021-07,40.53,75.74,-1.171,1.899,0.419,0,3
D-013,2021-08,25.25,63.6,-0.792,1.197,0.467,1,4
D-013,2021-09,12.72,50.79,-1.091,0.878,0.524,0,2
D-013,2021-10,20.27,31.68,-1.174,-0.269,0.575,1,0
D-013,2021-11,21.4,36.63,-2.27,-0.785,0.571,1,1
D-013,2021-12,38.51,36.92,-0.844,1.125,0.564,0,2
D-013,2022-01,48.64,30.01,-0.149,0.052,0.551,1,1
D-013,2022-02,52.39,38.34,0.537,0.766,0.562,1,4
D-013,2022-03,60.46,49.17,-0.116,-0.292,0.538,1,2
D-013,2022-04,60.5,54.33,1.898,0.859,0.447,1,1
D-013,2022-05,59.89,58.76,1.013,0.521,0.454,3,2
D-013,2022-06,49.43,60.21,0.128,1.571,0.452,0,9
D-013,2022-07,34.97,64.7,0.226,2.432,0.447,1,4
D-013,2022-08,22.67,60.57,0.516,0.574,0.432,0,3
D-013,2022-09,17.07,46.8,-1.065,0.628,0.58,1,4
D-013,2022-10,19.28,38.81,-0.579,1.246,0.553,0,2
D-013,2022-11,28.71,35.58,-0.511,0.012,0.536,0,5
D-013,2022-12,34.68,35.63,-0.472,-0.817,0.564,0,3
D-013,2023-01,43.23,30.66,-0.052,-1.223,0.542,1,1
D-013,2023-02,56.91,38.4,0.166,-0.757,0.51,0,4
D-013,2023-03,68.8,57.6,0.871,0.617,0.469,2,1
D-013,2023-04,52.7,67.94,-0.155,-0.92,0.474,1,4
D-013,2023-05,46.49,78.82,-0.144,3.0,0.363,1,5
D-013,2023-06,42.17,74.42,-0.944,0.553,0.402,0,5
D-013,2023-07,28.69,71.21,-0.489,1.315,0.398,1,3
D-013,2023-08,14.56,68.09,-0.451,1.45,0.481,0,4
D-013,2023-09,6.13,61.42,-1.277,0.461,0.465,1,0
D-013,2023-10,14.25,47.19,0.432,-0.174,0.501,0,1
D-013,2023-11,19.67,42.68,-0.642,0.073,0.533,1,1
D-013,2023-12,31.51,34.08,0.419,-1.612,0.577,0,3
D-013,2024-01,39.21,39.68,-0.285,-0.185,0.603,2,1
D-013,2024-02,46.57,47.69,-0.241,-0.053,0.526,3,1
D-013,2024-03,54.27,57.62,0.55,0.643,0.434,4,3
D-013,2024-04,66.41,72.37,0.437,1.984,0.42,1,0
D-013,2024-05,62.16,79.52,0.264,1.982,0.392,3,7
D-013,2024-06,45.84,87.97,1.487,1.147,0.354,1,5
D-013,2024-07,35.86,78.39,-0.8,1.304,0.41,1,1
D-013,2024-08,28.65,62.48,-1.372,-0.512,0.413,1,3
D-013,2024-09,27.57,51.38,-0.535,-0.43,0.495,0,3
D-013,2024-10,22.04,43.21,-1.089,-0.303,0.518,1,2
D-013,2024-11,26.49,40.44,-1.41,-1.221,0.534,0,0
D-013,2024-12,36.91,35.01,-1.1,0.053,0.544,1,4
D-014,2021-01,41.0,34.72,0.133,0.882,0.535,1,2
D-014,2021-02,49.23,34.73,-0.292,0.23,0.504,1,2
D-014,2021-03,48.16,50.29,0.354,-0.56,0.513,1,2
D-014,2021-04,60.81,56.89,0.352,-0.681,0.465,3,4
D-014,2021-05,55.22,61.7,0.285,-1.426,0.465,1,4
D-014,2021-06,40.58,61.2,-0.02,0.486,0.395,0,3
D-014,2021-07,36.25,55.57,-0.738,-0.182,0.483,0,6
D-014,2021-08,15.72,43.59,-1.111,-0.844,0.565,0,1
D-014,2021-09,12.12,42.53,-1.392,-1.128,0.534,0,2
D-014,2021-10,20.58,31.56,-1.353,0.702,0.567,1,1
D-014,2021-11,25.05,18.51,-1.237,-0.802,0.661,1,0
D-014,2021-12,35.01,14.89,-0.999,-1.397,0.613,1,1
D-014,2022-01,45.18,27.81,0.326,-1.362,0.592,2,1
D-014,2022-02,46.61,30.66,-0.926,-0.861,0.538,1,6
D-014,2022-03,53.46,48.1,0.601,1.129,0.46,1,3
D-014,2022-04,57.15,63.57,1.641,1.598,0.413,1,1
D-014,2022-05,50.96,68.62,0.161,1.189,0.423,1,0
D-014,2022-06,43.76,65.36,0.924,-0.282,0.452,1,1
D-014,2022-07,44.31,61.18,0.261,-0.407,0.44,0,7
D-014,2022-08,34.1,46.61,-1.038,0.595,0.495,1,1
D-014,2022-09,33.41,41.6,0.804,-1.292,0.529,2,1
D-014,2022-10,34.4,38.71,-1.75,-0.622,0.52,0,1
D-014,2022-11,41.8,36.06,-0.726,-0.221,0.583,1,5
D-014,2022-12,43.34,36.13,-1.055,-0.545,0.567,0,1
D-014,2023-01,55.83,33.1,0.836,0.468,0.57,0,3
D-014,2023-02,49.19,40.61,0.954,-0.682,0.524,0,4
D-014,2023-03,57.07,56.09,0.247,1.282,0.35,3,3
D-014,2023-04,52.23,62.05,-0.326,0.932,0.419,2,4
D-014,2023-05,50.09,68.26,0.882,1.378,0.472,2,2
D-014,2023-06,47.69,70.31,0.438,0.272,0.47,1,7
D-014,2023-07,37.03,56.88,-0.701,1.182,0.412,0,4
D-014,2023-08,25.13,59.1,-1.557,-0.048,0.424,0,3
D-014,2023-09,21.92,52.33,-1.533,1.102,0.462,0,1
D-014,2023-10,24.68,33.86,-0.237,0.414,0.555,1,2
D-014,2023-11,33.68,29.49,-0.371,0.211,0.595,3,1
D-014,2023-12,37.0,36.53,0.032,-0.889,0.492,1,1
D-014,2024-01,47.15,31.63,0.595,-0.098,0.572,1,3
D-014,2024-02,51.88,38.36,-0.002,-0.06,0.473,0,3
D-014,2024-03,54.02,50.37,1.067,-0.023,0.486,3,2
D-014,2024-04,56.17,62.28,-0.229,1.073,0.427,2,3
D-014,2024-05,46.15,70.14,0.143,0.143,0.449,0,4
D-014,2024-06,32.83,67.08,0.035,0.864,0.437,1,3
D-014,2024-07,23.7,67.1,-0.031,0.842,0.42,1,5
D-014,2024-08,20.19,61.75,-0.196,1.758,0.435,1,2
D-014,2024-09,24.04,55.91,0.182,0.559,0.539,0,3
D-014,2024-10,14.72,52.19,-0.74,0.387,0.512,0,3
D-014,2024-11,25.59,43.63,-0.631,0.162,0.553,0,1
D-014,2024-12,37.17,39.15,0.339,-0.117,0.57,0,2
D-015,2021-01,60.99,60.08,-0.538,0.261,0.456,2,2
D-015,2021-02,63.63,70.56,0.809,-0.38,0.386,6,3
D-015,2021-03,75.63,73.01,1.475,0.652,0.367,1,6
D-015,2021-04,73.48,81.25,-0.731,1.654,0.325,5,5
D-015,2021-05,66.52,90.88,0.481,2.066,0.331,2,4
D-015,2021-06,61.29,94.3,0.871,1.075,0.282,1,6
D-015,2021-07,50.42,92.64,0.522,1.539,0.39,3,5
D-015,2021-08,38.55,92.57,-1.021,1.012,0.374,0,3
D-015,2021-09,32.68,74.4,-1.659,1.231,0.383,0,4
D-015,2021-10,37.61,59.51,0.243,-0.655,0.446,0,2
D-015,2021-11,35.14,52.72,-0.714,0.677,0.518,1,4
D-015,2021-12,40.4,50.93,-1.42,0.408,0.467,1,4
D-015,2022-01,56.39,60.47,1.542,-0.312,0.438,1,5
D-015,2022-02,63.36,68.64,0.945,0.283,0.439,0,3
D-015,2022-03,70.15,76.4,3.0,2.309,0.376,0,6
D-015,2022-04,65.15,86.32,1.19,1.054,0.292,2,8
D-015,2022-05,58.37,99.35,1.811,1.534,0.326,2,8
D-015,2022-06,48.76,99.17,0.886,1.432,0.283,3,3
D-015,2022-07,43.9,92.82,-0.296,1.692,0.336,1,11
D-015,2022-08,38.15,92.76,-0.12,1.573,0.34,3,7
D-015,2022-09,41.77,77.62,1.199,1.73,0.439,3,4
D-015,2022-10,51.51,71.35,-1.137,-0.219,0.387,0,3
D-015,2022-11,53.44,64.42,1.405,0.712,0.421,1,1
D-015,2022-12,56.87,57.26,1.149,0.2,0.437,1,3
D-015,2023-01,73.26,53.75,0.913,0.196,0.466,2,2
D-015,2023-02,84.26,75.64,1.396,1.853,0.364,3,1
D-015,2023-03,88.61,81.69,2.345,1.425,0.402,2,6
D-015,2023-04,83.27,91.43,2.147,2.034,0.313,0,4
D-015,2023-05,73.54,96.82,0.703,3.0,0.343,2,3
D-015,2023-06,64.83,99.68,1.796,0.706,0.257,1,7
D-015,2023-07,53.1,100.0,1.014,1.704,0.309,1,6
D-015,2023-08,45.33,99.47,0.02,2.237,0.324,0,6
D-015,2023-09,43.75,82.14,-0.614,0.605,0.341,0,6
D-015,2023-10,48.38,67.56,1.354,-0.119,0.446,0,0
D-015,2023-11,50.13,61.77,0.961,0.982,0.487,1,6
D-015,2023-12,63.17,57.27,0.944,-0.259,0.495,0,7
D-015,2024-01,69.89,59.49,1.4,2.537,0.405,3,0
D-015,2024-02,83.47,72.19,1.602,2.321,0.423,3,4
D-015,2024-03,88.36,82.17,2.253,1.551,0.351,3,9
D-015,2024-04,88.64,100.0,2.019,3.0,0.265,2,6
D-015,2024-05,76.43,100.0,1.317,2.176,0.285,2,6
D-015,2024-06,67.82,100.0,0.075,1.708,0.295,0,12
D-015,2024-07,55.6,100.0,0.139,1.339,0.327,2,6
D-015,2024-08,51.8,100.0,0.505,3.0,0.312,1,6
D-015,2024-09,42.11,90.92,-0.575,3.0,0.432,1,6
D-015,2024-10,41.63,89.89,0.218,1.027,0.323,2,5
D-015,2024-11,51.67,82.06,1.288,2.053,0.368,1,9
D-015,2024-12,63.27,78.45,0.366,0.494,0.35,1,3
D-016,2021-01,33.83,50.76,0.466,-0.571,0.503,2,4
D-016,2021-02,51.13,52.26,0.022,-1.058,0.502,2,3
D-016,2021-03,49.96,56.7,0.753,0.4,0.487,1,5
D-016,2021-04,47.35,68.24,-1.174,0.38,0.407,1,5
D-016,2021-05,35.86,74.67,0.659,0.827,0.431,1,7
D-016,2021-06,33.22,76.32,1.135,0.019,0.472,0,6
D-016,2021-07,21.53,77.17,-0.258,0.775,0.456,0,2
D-016,2021-08,11.84,76.49,-1.21,1.176,0.409,0,3
D-016,2021-09,6.89,59.55,-1.671,1.091,0.425,0,7
D-016,2021-10,12.51,49.74,-1.405,0.955,0.492,1,3
D-016,2021-11,11.26,40.76,-2.375,0.026,0.591,0,1
D-016,2021-12,23.44,36.12,-0.387,1.019,0.545,2,3
D-016,2022-01,27.47,47.56,1.303,-0.502,0.495,1,1
D-016,2022-02,40.13,58.82,-0.698,0.988,0.485,1,3
D-016,2022-03,55.54,60.98,0.936,0.086,0.461,0,4
D-016,2022-04,48.78,75.86,-0.384,1.428,0.379,1,0
D-016,2022-05,37.74,82.88,-0.484,0.764,0.364,2,5
D-016,2022-06,37.28,83.36,-0.535,0.944,0.412,0,3
D-016,2022-07,19.42,77.25,-1.257,1.46,0.421,1,9
D-016,2022-08,21.53,74.26,-0.426,0.584,0.417,0,4
D-016,2022-09,19.15,58.16,-0.607,-0.108,0.459,1,3
D-016,2022-10,16.25,49.82,-0.653,-0.197,0.487,0,3
D-016,2022-11,16.24,44.99,-0.533,-0.905,0.518,0,5
D-016,2022-12,24.82,44.8,-0.741,-0.919,0.457,1,2
D-016,2023-01,32.25,51.92,-0.391,-0.556,0.514,2,6
D-016,2023-02,42.87,60.62,1.103,0.061,0.451,1,5
D-016,2023-03,44.99,63.6,-0.269,0.547,0.459,4,5
D-016,2023-04,45.31,77.35,-0.749,0.687,0.387,2,1
D-016,2023-05,43.99,85.12,-0.213,1.399,0.351,3,6
D-016,2023-06,36.09,91.75,-0.062,0.852,0.312,0,5
D-016,2023-07,28.09,93.24,0.35,0.629,0.379,0,7
D-016,2023-08,10.21,85.16,-0.096,1.566,0.383,2,6
D-016,2023-09,17.41,70.15,-0.871,0.737,0.496,0,3
D-016,2023-10,13.46,59.48,0.164,1.614,0.469,1,3
D-016,2023-11,22.06,53.68,0.188,1.135,0.478,1,2
D-016,2023-12,29.2,52.19,-0.242,-0.35,0.576,1,4
D-016,2024-01,44.74,59.24,-0.004,1.119,0.425,4,2
D-016,2024-02,45.39,63.35,-0.617,1.129,0.507,1,5
D-016,2024-03,45.57,74.88,0.077,1.304,0.392,2,4
D-016,2024-04,48.86,84.6,0.357,0.935,0.369,1,3
D-016,2024-05,34.73,93.38,1.806,2.053,0.377,0,2
D-016,2024-06,33.96,96.3,-0.686,0.84,0.345,0,9
D-016,2024-07,25.72,90.54,-0.008,1.287,0.354,0,0
D-016,2024-08,15.09,81.06,-0.989,2.064,0.352,0,3
D-016,2024-09,6.99,72.17,-0.317,-0.175,0.454,0,1
D-016,2024-10,12.25,62.19,-0.958,0.228,0.466,0,5
D-016,2024-11,22.24,61.78,-1.39,0.671,0.495,0,4
D-016,2024-12,30.62,57.18,0.444,1.217,0.491,1,2
D-017,2021-01,88.05,57.54,1.954,0.579,0.478,4,1
D-017,2021-02,100.0,63.08,2.422,0.113,0.396,4,5
D-017,2021-03,88.47,69.54,2.145,0.318,0.339,1,5
D-017,2021-04,81.36,75.18,1.006,1.789,0.35,6,3
D-017,2021-05,87.04,78.91,1.761,0.775,0.343,5,7
D-017,2021-06,70.54,89.14,0.732,0.956,0.267,4,2
D-017,2021-07,62.61,86.79,1.257,1.586,0.29,3,4
D-017,2021-08,55.93,76.41,1.035,2.167,0.458,1,5
D-017,2021-09,52.82,65.02,0.684,0.668,0.442,1,2
D-017,2021-10,50.39,60.68,0.881,0.589,0.444,0,3
D-017,2021-11,61.75,46.99,0.696,0.445,0.483,0,2
D-017,2021-12,69.36,51.46,1.138,0.446,0.44,2,4
D-017,2022-01,79.88,61.15,2.26,-0.442,0.395,0,7
D-017,2022-02,97.22,61.34,1.447,1.075,0.401,4,3
D-017,2022-03,93.09,60.5,1.584,0.587,0.417,0,5
D-017,2022-04,91.07,80.55,1.422,1.413,0.338,4,2
D-017,2022-05,85.59,86.62,2.845,2.047,0.337,1,3
D-017,2022-06,82.62,93.37,2.261,2.998,0.31,2,7
D-017,2022-07,81.73,97.31,1.708,1.672,0.301,5,4
D-017,2022-08,66.86,85.32,0.879,2.649,0.332,1,4
D-017,2022-09,62.94,66.29,-0.773,0.491,0.478,0,3
D-017,2022-10,66.48,49.22,0.043,-0.374,0.435,1,1
D-017,2022-11,65.94,45.8,0.285,0.586,0.481,2,3
D-017,2022-12,84.31,51.27,2.351,0.856,0.426,1,4
D-017,2023-01,88.98,57.73,1.11,-0.344,0.45,1,3
D-017,2023-02,100.0,71.41,3.0,0.345,0.343,3,2
D-017,2023-03,98.01,80.32,2.8,0.835,0.335,4,8
D-017,2023-04,99.34,88.2,1.366,1.511,0.258,1,3
D-017,2023-05,89.23,97.29,1.357,0.915,0.305,1,10
D-017,2023-06,70.19,95.88,1.228,2.947,0.358,1,4
D-017,2023-07,65.59,88.1,0.459,1.527,0.324,3,3
D-017,2023-08,56.02,87.01,0.674,1.888,0.395,1,9
D-017,2023-09,57.57,69.4,1.105,0.83,0.37,2,3
D-017,2023-10,69.19,62.54,1.373,0.531,0.472,1,1
D-017,2023-11,69.94,64.79,0.852,1.312,0.421,4,4
D-017,2023-12,83.94,62.44,0.587,-0.153,0.478,2,3
D-017,2024-01,90.89,65.86,2.425,0.272,0.386,0,3
D-017,2024-02,100.0,65.31,3.0,-0.057,0.444,5,5
D-017,2024-03,100.0,78.01,2.039,0.731,0.309,4,2
D-017,2024-04,100.0,92.37,2.116,1.302,0.28,4,8
D-017,2024-05,90.86,95.41,2.43,1.074,0.31,1,9
D-017,2024-06,82.01,95.18,2.836,0.826,0.298,2,4
D-017,2024-07,68.98,97.87,0.258,1.914,0.331,0,6
D-017,2024-08,58.79,90.97,0.814,1.908,0.357,1,3
D-017,2024-09,63.36,75.86,1.422,0.96,0.401,1,5
D-017,2024-10,62.7,64.48,0.194,-0.204,0.485,3,4
D-017,2024-11,67.69,53.46,1.324,0.028,0.404,2,2
D-017,2024-12,79.37,51.21,2.876,0.212,0.458,0,2
D-018,2021-01,59.48,48.61,0.015,0.325,0.487,1,3
D-018,2021-02,60.4,53.94,-0.02,-0.359,0.457,4,3
D-018,2021-03,65.39,63.32,1.671,0.139,0.418,3,4
D-018,2021-04,72.77,77.67,-0.35,1.941,0.396,3,6
D-018,2021-05,69.52,70.52,-0.292,0.362,0.418,1,2
D-018,2021-06,59.78,74.97,0.274,-0.624,0.386,2,2
D-018,2021-07,48.94,68.49,0.823,0.935,0.419,1,3
D-018,2021-08,41.97,67.94,-0.551,1.675,0.425,1,3
D-018,2021-09,46.09,56.72,1.218,0.763,0.469,3,3
D-018,2021-10,34.7,41.22,-1.131,0.342,0.545,1,0
