district_code,district_name,region,country,intervention_id,intervention_name,hazard_focus,cost,risk_reduction,impl_months,delivery_prob,predicted_on_time
D-014,District 014,Central,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.048902075308949126,0
D-014,District 014,Central,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.0745011118279687,0
D-014,District 014,Central,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.010669098192407255,0
D-014,District 014,Central,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.001873053222099706,0
D-014,District 014,Central,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.8122663015680563,1
D-014,District 014,Central,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.09608390727107212,0
D-014,District 014,Central,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.3884909068646028,0
D-014,District 014,Central,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.01685846555026017,0
D-014,District 014,Central,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.014048443680611087,0
D-014,District 014,Central,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.07258901702652244,0
D-014,District 014,Central,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.01617856136047452,0
D-014,District 014,Central,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.08340868930971677,0
D-014,District 014,Central,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.012400884868128632,0
D-015,District 015,North,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.03824377980165672,0
D-015,District 015,North,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.1794375239901922,0
D-015,District 015,North,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.004007139522922682,0
D-015,District 015,North,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.0055507046723409365,0
D-015,District 015,North,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.0037139477996687795,0
D-015,District 015,North,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.01709549433932107,0
D-015,District 015,North,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.026508627425698483,0
D-015,District 015,North,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.003634737043995031,0
D-015,District 015,North,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0006343910085227938,0
D-015,District 015,North,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.5940911050441883,1
D-015,District 015,North,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.034709538040901274,0
D-015,District 015,North,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.17689027365273008,0
D-015,District 015,North,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.005767112259340843,0
D-015,District 015,North,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.0047968117840518545,0
D-015,District 015,North,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.025793945996474638,0
D-015,District 015,North,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.005532006857498835,0
D-015,District 015,North,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.02986323192170885,0
D-015,District 015,North,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.00422960174440578,0
D-016,District 016,West,Cordania,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.07686480994895521,0
D-016,District 016,West,Cordania,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.31408061745752486,0
D-016,District 016,West,Cordania,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.008354131204977484,0
D-016,District 016,West,Cordania,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.011552751177248745,0
D-016,District 016,West,Cordania,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.007745355063184575,0
D-016,District 016,West,Cordania,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.03513994759131069,0
D-016,District 016,West,Cordania,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.05394344510442167,0
D-016,District 016,West,Cordania,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.007580817043861175,0
D-016,District 016,West,Cordania,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.001327462227599267,0
D-016,District 016,West,Cordania,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7539806473722493,1
D-016,District 016,West,Cordania,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.07002131449744307,0
D-016,District 016,West,Cordania,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.31034490265315173,0
D-016,District 016,West,Cordania,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.012000339195063329,0
D-016,District 016,West,Cordania,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.00999185522680247,0
D-016,District 016,West,Cordania,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.05252902302652127,0
D-016,District 016,West,Cordania,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.011514069273882387,0
D-016,District 016,West,Cordania,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.06055390483161717,0
D-016,District 016,West,Cordania,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.008815786968496806,0
D-017,District 017,West,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.07008753981791639,0
D-017,District 017,West,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.2930268796821108,0
D-017,District 017,West,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.007568014153889671,0
D-017,District 017,West,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.010468824081757004,0
D-017,District 017,West,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.007016118052401162,0
D-017,District 017,West,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.031914425432657934,0
D-017,District 017,West,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.04907973193696917,0
D-017,District 017,West,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.006866964328943004,0
D-017,District 017,West,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.001201747801382526,0
D-017,District 017,West,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7350385501213277,1
D-017,District 017,West,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.06380573814231641,0
D-017,District 017,West,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2894359132859523,0
D-017,District 017,West,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.010874879556347984,0
D-017,District 017,West,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.009053036561295368,0
D-017,District 017,West,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.04778639704187737,0
D-017,District 017,West,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.010433733165518287,0
D-017,District 017,West,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.055128902990384296,0
D-017,District 017,West,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.007986578351363361,0
D-018,District 018,Central,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.09793749224660445,0
D-018,District 018,Central,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.37384954531612097,0
D-018,District 018,Central,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.010865510250612697,0
D-018,District 018,Central,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.015011128482696116,0
D-018,District 018,Central,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.010075586171592927,0
D-018,District 018,Central,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.04533542451946518,0
D-018,District 018,Central,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.06920325641858142,0
D-018,District 018,Central,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.009862038020046841,0
D-018,District 018,Central,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0017302031245322552,0
D-018,District 018,Central,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7998456017517783,1
D-018,District 018,Central,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.08939952901229567,0
D-018,District 018,Central,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.36978618435912824,0
D-018,District 018,Central,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.01559059098140596,0
D-018,District 018,Central,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.012989110316019863,0
D-018,District 018,Central,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.0674172280564026,0
D-018,District 018,Central,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.014961042214711737,0
D-018,District 018,Central,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.07753046954337672,0
D-018,District 018,Central,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.011464342332416427,0
D-019,District 019,South,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.16858209426271925,0
D-019,District 019,South,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.5271999697773017,1
D-019,District 019,South,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.020102730593108516,0
D-019,District 019,South,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.0276741056534245,0
D-019,District 019,South,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.01865392393107955,0
D-019,District 019,South,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.0814634926203634,0
D-019,District 019,South,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.12192259614044437,0
D-019,District 019,South,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.018261915305136128,0
D-019,District 019,South,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.003226453339112575,0
D-019,District 019,South,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.8818403444404764,1
D-019,District 019,South,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.1549433400220582,0
D-019,District 019,South,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.5228616624264169,1
D-019,District 019,South,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.028728129998741303,0
D-019,District 019,South,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.023987908500050885,0
D-019,District 019,South,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.11894984011578667,0
D-019,District 019,South,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.027582951159800324,0
D-019,District 019,South,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.13566888506776428,0
D-019,District 019,South,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.021199743458494805,0
D-020,District 020,West,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.13753186574158016,0
D-020,District 020,West,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.46721574404061283,0
D-020,District 020,West,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.015877850799451323,0
D-020,District 020,West,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.021893544260160356,0
D-020,District 020,West,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.014728955035447378,0
D-020,District 020,West,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.06520083039564137,0
D-020,District 020,West,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.09844871304556273,0
D-020,District 020,West,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.014418217020450205,0
D-020,District 020,West,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0025391767765710954,0
D-020,District 020,West,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.854425516855288,1
D-020,District 020,West,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.12602438973573693,0
D-020,District 020,West,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.4628877851689521,0
D-020,District 020,West,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.02273255156739867,0
D-020,District 020,West,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.018962303197661626,0
D-020,District 020,West,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.09598573944662224,0
D-020,District 020,West,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.021821002793679805,0
D-020,District 020,West,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.10987959965480527,0
D-020,District 020,West,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.01674825111153659,0
D-021,District 021,West,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.06405652259285408,0
D-021,District 021,West,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.2734532598031473,0
D-021,District 021,West,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.00687700292407633,0
D-021,District 021,West,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.009515488677968115,0
D-021,District 021,West,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.006375174988198889,0
D-021,District 021,West,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.029065526238585743,0
D-021,District 021,West,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.04476940176485345,0
D-021,District 021,West,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.006239561278333259,0
D-021,District 021,West,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0010913808039156553,0
D-021,District 021,West,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7158350327059315,1
D-021,District 021,West,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.0582813902397342,0
D-021,District 021,West,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2700105508021232,0
D-021,District 021,West,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.009884936407018409,0
D-021,District 021,West,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.008227556776332754,0
D-021,District 021,West,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.043584445412026905,0
D-021,District 021,West,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.009483562663398868,0
D-021,District 021,West,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.05031542638888914,0
D-021,District 021,West,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.007257628845411584,0
D-022,District 022,South,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.06911817346742023,0
D-022,District 022,South,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.2899354607845508,0
D-022,District 022,South,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.007456409039357825,0
